Date,Time,Event,Ticker,Period,Actual,Prior,Surv(M),Surv(A),# Ests.,Surprise,Std Dev,C
04/27/000,20:30,GDP Price Deflator,GDP DCHG Index,1Q A,2.70%,1.90%,2.40%,2.36%,37,1.02,0.3,US
04/27/000,20:30,Employment Cost Index,ECI SA% Index,1Q,1.40%,1.10%,1.00%,0.96%,31,3.66,0.11,US
04/27/000,20:30,Initial Jobless Claims,INJCJC Index,Apr-22,283k,257k,260k,260.90k,21,5.4,4.26,US
04/28/000,20:30,Personal Income,PITLCHNG Index,Mar,0.70%,0.40%,0.60%,0.54%,44,0.97,0.1,US
04/28/000,20:30,Personal Spending,PCE CRCH Index,Mar,0.50%,1.00%,0.50%,0.53%,44,0,0.13,US
04/28/000,21:50,U. of Mich. Sentiment,CONSSENT Index,Apr F,109.2,110.2,110,110,2,--,--,US
04/28/000,22:00,MNI Chicago PMI,CHPMINDX Index,Apr,56.5,57.4,57,56.84,28,-0.79,0.63,US
05/01/000,22:00,Construction Spending,VNCCCMOM Index,Mar,1.40%,1.50%,0.00%,0.07%,31,1.92,0.73,US
05/01/000,22:00,ISM Manufacturing,NAPMPMI Index,Apr,54.9,55.8,55.6,55.63,40,-0.82,0.79,US
05/01/000-05/03/000,,Wards Domestic Vehicle Sales,SAARDTOT Index,Apr,15.00m,15.10m,15.00m,14.92m,26,0,0.18,US
05/02/000,22:00,New Home Sales,NHSLTOT Index,Mar,966k,919k,900k,904.95k,43,4.2,15.71,US
05/02/000,22:00,Leading Index,LEI CHNG Index,Mar,0.10%,-0.30%,0.10%,0.10%,36,0,0.08,US
05/02/000,22:30,Instinet Redbook Retail Sales,REDSMMOM Index,Apr-29,1.10%,1.40%,--,--,0,--,--,US
05/03/000,22:00,Factory Orders,TMNOCHNG Index,Mar,2.20%,-0.80%,1.70%,1.61%,42,1.4,0.39,US
05/03/000,22:00,ISM Non-Manufacturing,NAPMNMAN Index,Apr,65,64,63,62.75,12,0.6,3.33,US
05/04/000,2:00,Fed's Beige Book,,,,,,,,,,US
05/04/000,20:30,Initial Jobless Claims,INJCJC Index,Apr-29,303k,283k,273k,271.63k,27,3.86,7.76,US
05/04/000,20:30,Nonfarm Productivity,PRODNFR% Index,1Q,2.40%,6.40%,3.00%,3.32%,43,-0.84,0.71,US
05/04/000,20:30,Unit Labor Costs,COSTNFR% Index,1Q,1.80%,-2.50%,1.50%,1.37%,27,0.39,0.77,US
05/04/000,22:00,Housing Completions,PHUCTOT Index,Mar,1738k,1712k,--,--,2,--,--,US
05/05/000,3:00,Bloomberg Retail Sales,BBRSCPYY Index,Apr,8.20%,1.50%,--,--,0,--,--,US
05/05/000,20:30,Unemployment Rate,USURTOT Index,Apr,3.90%,4.10%,4.00%,3.98%,45,-1.76,0.06,US
05/05/000,20:30,Avg Hourly Earning MOM Prod,USHETOT% Index,Apr,0.40%,0.40%,0.30%,0.32%,39,1.39,0.07,US
05/05/000,20:30,Change in Nonfarm Payrolls,NFP TCH Index,Apr,340k,416k,340k,342.11k,45,0,69.22,US
05/05/000,20:30,Avg Weekly Hours Production,USWHTOT Index,Apr,34.6,34.5,34.5,34.52,20,1.95,0.05,US
05/05/000,20:30,Change in Manufact. Payrolls,USMMMNCH Index,Apr,11k,-5k,0k,0.20k,5,1.76,6.24,US
05/06/000,3:00,Consumer Credit,CICRTOT Index,Mar,$9.100b,$12.000b,$10.000b,$9.57b,33,-0.71,1.27,US
05/09/000,22:00,Wholesale Inventories MoM,MWINCHNG Index,Mar,0.70%,0.70%,0.60%,0.58%,12,1.08,0.09,US
05/09/000,22:30,Instinet Redbook Retail Sales,REDSMMOM Index,May-06,-0.10%,1.10%,--,--,0,--,--,US
05/11/000,20:30,Import Price Index MoM,IMP1CHNG Index,Apr,-1.60%,0.30%,-0.20%,-0.30%,19,-4.3,0.33,US
05/11/000,20:30,Initial Jobless Claims,INJCJC Index,May-06,297k,303k,287k,288.13k,23,1.07,9.34,US
05/11/000,20:30,Advance Retail Sales,RTSDCHNG Index,Apr,-0.20%,0.40%,0.50%,0.44%,42,-3.59,0.2,US
05/11/000,20:30,Retail Sales Less Autos,RTSDXCHG Index,Apr,0.00%,1.40%,0.40%,0.42%,40,-2.01,0.2,US
05/12/000,20:30,PPI MoM,PPI CHNG Index,Apr,-0.30%,1.00%,-0.20%,-0.19%,43,-0.42,0.24,US
05/12/000,20:30,PPI Ex Food and Energy MoM,PXFECHNG Index,Apr,0.10%,0.10%,0.10%,0.12%,44,0,0.06,US
05/12/000,20:30,Business Inventories,MTIBCHNG Index,Mar,0.30%,0.60%,0.40%,0.35%,34,-0.42,0.12,US
05/12/000,22:00,U. of Mich. Sentiment,CONSSENT Index,May P,110.9,109.2,108.2,108.6,0,--,--,US
05/15/000,21:15,Industrial Production MoM,IP CHNG Index,Apr,0.90%,0.30%,0.80%,0.72%,37,0.48,0.21,US
05/15/000,21:15,Capacity Utilization,CPTICHNG Index,Apr,82.10%,81.40%,81.80%,81.79%,36,1.58,0.19,US
05/16/000,20:30,CPI MoM,CPI CHNG Index,Apr,0.00%,0.70%,0.10%,0.07%,41,-1.02,0.1,US
05/16/000,20:30,CPI Ex Food and Energy MoM,CPUPXCHG Index,Apr,0.20%,0.40%,0.20%,0.20%,32,0,0.05,US
05/16/000,20:30,CPI Index NSA,CPURNSA Index,Apr,171.2,171.1,--,--,0,--,--,US
05/16/000,20:30,Real Earnings,REALRAWE Index,Apr,0.70%,-0.40%,0.30%,0.30%,4,2.45,0.16,US
05/16/000,20:30,Housing Starts,NHSPSTOT Index,Apr,1663k,1604k,1650k,1644.24k,41,0.33,38.93,US
05/16/000,22:30,Instinet Redbook Retail Sales,REDSMMOM Index,May-13,0.30%,-0.10%,--,--,0,--,--,US
05/17/000,2:15,FOMC Rate Decision (Upper Bound),FDTR Index,May-16,6.50%,6.00%,6.50%,6.47%,61,0,0.08,US
05/18/000,20:30,Initial Jobless Claims,INJCJC Index,May-13,276k,297k,290k,290.00k,22,-2.24,6.26,US
05/18/000,22:00,Philadelphia Fed Business Outlook,OUTFGAF Index,May,20.2,12.8,14.5,14.2,27,2.24,2.55,US
05/19/000,2:00,Monthly Budget Statement,FDDSSD Index,Apr,$159.5b,$113.5b,$155.0b,$154.30b,31,0.64,7.05,US
05/19/000,20:30,Trade Balance,USTBTOT Index,Mar,-$30.2b,-$29.2b,-$29.5b,-$29.47b,44,-1.27,0.55,US
05/23/000,22:30,Instinet Redbook Retail Sales,REDSMMOM Index,May-20,-0.10%,0.30%,--,--,0,--,--,US
05/25/000,20:30,GDP Annualized QoQ,GDP CQOQ Index,1Q P,5.40%,5.40%,5.20%,5.19%,48,1.15,0.17,US
05/25/000,20:30,GDP Price Deflator,GDP DCHG Index,1Q P,2.70%,2.70%,2.70%,2.68%,36,0,0.09,US
05/25/000,20:30,Initial Jobless Claims,INJCJC Index,May-20,284k,276k,276k,276.73k,22,1.35,6.29,US
05/25/000,22:00,One-Family Home Resales,EHSLSL Index,Apr,4.88m,4.83m,4.87m,4.86m,44,0.12,0.09,US
05/26/000,20:30,Personal Income,PITLCHNG Index,Apr,0.70%,0.70%,0.60%,0.64%,46,0.98,0.1,US
05/26/000,20:30,Personal Spending,PCE CRCH Index,Apr,0.40%,0.50%,0.40%,0.39%,45,0,0.12,US
05/26/000,20:30,Durable Goods Orders,DGNOCHNG Index,Apr,-6.40%,3.50%,-0.50%,-0.20%,46,-5.1,1.16,US
05/26/000,22:00,U. of Mich. Sentiment,CONSSENT Index,May F,110.7,110.9,110.5,110.1,23,0.22,0.93,US
05/30/000,22:00,Conf. Board Consumer Confidence,CONCCONF Index,May,144.4,136.9,136.1,136.2,37,5.74,1.46,US
05/31/000,22:00,MNI Chicago PMI,CHPMINDX Index,May,53.9,56.5,56.6,56.61,30,-3.4,0.8,US
05/31/000,22:00,New Home Sales,NHSLTOT Index,Apr,909k,966k,940k,939.00k,45,-1.52,20.44,US
05/31/000,22:00,Leading Index,LEI CHNG Index,Apr,-0.10%,0.10%,0.10%,0.12%,39,-1.61,0.12,US
05/31/000,22:30,Instinet Redbook Retail Sales,REDSMMOM Index,May-28,-0.40%,-0.10%,--,--,0,--,--,US
06/01/000,20:30,Initial Jobless Claims,INJCJC Index,May-27,286k,284k,280k,281.00k,24,1.76,3.42,US
06/01/000,22:00,ISM Manufacturing,NAPMPMI Index,May,53.2,54.9,55.3,55.13,45,-4,0.53,US
06/01/000,22:00,Construction Spending,VNCCCMOM Index,Apr,-0.60%,1.40%,0.00%,-0.05%,36,-0.86,0.7,US
06/01/000,23:30,Bloomberg Retail Sales,BBRSCPYY Index,May,4.90%,8.20%,--,--,0,--,--,US
06/01/000-06/03/000,,Wards Domestic Vehicle Sales,SAARDTOT Index,May,14.20m,15.00m,15.10m,15.05m,24,-2.11,0.43,US
06/02/000,20:30,Unemployment Rate,USURTOT Index,May,4.10%,3.90%,3.90%,3.89%,48,3.16,0.06,US
06/02/000,20:30,Avg Hourly Earning MOM Prod,USHETOT% Index,May,0.10%,0.40%,0.30%,0.34%,41,-3.14,0.06,US
06/02/000,20:30,Change in Nonfarm Payrolls,NFP TCH Index,May,231k,340k,380k,390.00k,47,-2.84,52.46,US
06/02/000,20:30,Change in Payrolls Less Census,NFP CPYC Index,May,-116k,267k,200k,200.48k,26,-6.71,47.11,US
06/02/000,20:30,Avg Weekly Hours Production,USWHTOT Index,May,34.4,34.6,34.6,31.5,22,-0.03,7.62,US
06/02/000,20:30,Change in Manufact. Payrolls,USMMMNCH Index,May,-17k,11k,5k,4.42k,10,-3.81,5.77,US
06/02/000,22:00,Factory Orders,TMNOCHNG Index,Apr,-4.30%,2.20%,-3.10%,-2.69%,36,-0.82,1.46,US
06/05/000,22:00,Housing Completions,PHUCTOT Index,Apr,1668k,1738k,--,--,2,--,--,US
06/05/000,22:00,ISM Non-Manufacturing,NAPMNMAN Index,May,61.5,65,62.5,63.33,13,-0.59,1.7,US
06/06/000,20:30,Nonfarm Productivity,PRODNFR% Index,1Q R,2.40%,2.40%,2.40%,2.38%,43,0,0.13,US
06/06/000,20:30,Unit Labor Costs,COSTNFR% Index,1Q R,1.60%,1.80%,1.80%,1.79%,27,-1.5,0.13,US
06/06/000,22:00,Wholesale Inventories MoM,MWINCHNG Index,Apr,0.80%,0.70%,0.50%,0.52%,12,2.05,0.15,US
06/06/000,22:30,Instinet Redbook Retail Sales,REDSMMOM Index,Jun-03,-0.30%,-0.40%,--,--,2,--,--,US
06/08/000,3:00,Consumer Credit,CICRTOT Index,Apr,$9.300b,$9.100b,$7.500b,$7.80b,36,0.83,2.16,US
06/08/000,20:30,Import Price Index MoM,IMP1CHNG Index,May,0.60%,-1.60%,0.50%,0.59%,17,0.24,0.42,US
06/08/000,20:30,Initial Jobless Claims,INJCJC Index,Jun-03,309k,286k,285k,286.00k,26,4.07,5.89,US
06/09/000,20:30,PPI MoM,PPI CHNG Index,May,0.00%,-0.30%,0.20%,0.23%,48,-1.42,0.14,US
06/09/000,20:30,PPI Ex Food and Energy MoM,PXFECHNG Index,May,0.20%,0.10%,0.10%,0.11%,48,2.6,0.04,US
06/13/000,20:30,Advance Retail Sales,RTSDCHNG Index,May,-0.30%,-0.20%,0.00%,0.02%,47,-1.53,0.2,US
06/13/000,20:30,Retail Sales Less Autos,RTSDXCHG Index,May,0.00%,0.00%,0.40%,0.34%,45,-2.21,0.18,US
06/13/000,22:30,Instinet Redbook Retail Sales,REDSMMOM Index,Jun-10,-0.40%,-0.30%,--,--,0,--,--,US
06/14/000,20:30,CPI MoM,CPI CHNG Index,May,0.10%,0.00%,0.20%,0.20%,49,-1.56,0.06,US
06/14/000,20:30,CPI Ex Food and Energy MoM,CPUPXCHG Index,May,0.20%,0.20%,0.20%,0.20%,41,0,0.04,US
06/14/000,20:30,CPI Index NSA,CPURNSA Index,May,171.3,171.2,--,--,1,--,--,US
06/14/000,20:30,Real Earnings,REALRAWE Index,May,-0.30%,0.70%,0.10%,0.03%,4,--,--,US
06/14/000,20:30,Business Inventories,MTIBCHNG Index,Apr,0.40%,0.30%,0.50%,0.46%,39,-0.93,0.11,US
06/15/000,2:00,Fed's Beige Book,,,,,,,,,,US
06/15/000,20:30,Initial Jobless Claims,INJCJC Index,Jun-10,296k,309k,290k,292.00k,28,0.74,8.08,US
06/15/000,21:15,Industrial Production MoM,IP CHNG Index,May,0.40%,0.90%,-0.30%,-0.31%,49,2.42,0.29,US
06/15/000,21:15,Capacity Utilization,CPTICHNG Index,May,82.10%,82.10%,81.60%,81.58%,47,2.14,0.23,US
06/15/000,22:00,Philadelphia Fed Business Outlook,OUTFGAF Index,Jun,1.7,20.2,14,14.1,28,-3.13,3.93,US
06/16/000,20:30,Housing Starts,NHSPSTOT Index,May,1592k,1663k,1620k,1622.60k,48,-0.99,28.37,US
06/16/000,22:00,U. of Mich. Sentiment,CONSSENT Index,Jun P,106.8,110.7,109.5,109.1,28,-1.82,1.48,US
06/20/000,20:30,Trade Balance,USTBTOT Index,Apr,-$30.4b,-$30.2b,-$29.1b,-$29.38b,47,-1.98,0.66,US
06/20/000,20:30,Current Account Balance,USCABAL Index,1Q,-$102.3b,-$99.8b,-$109.5b,-$105.31b,29,0.33,21.95,US
06/20/000,22:30,Instinet Redbook Retail Sales,REDSMMOM Index,Jun-17,-0.10%,-0.40%,--,--,2,--,--,US
06/21/000,2:00,Monthly Budget Statement,FDDSSD Index,May,-$3.6b,-$24.0b,-$3.0b,-$4.24b,34,-0.08,7.33,US
06/22/000,20:30,Initial Jobless Claims,INJCJC Index,Jun-17,302k,296k,295k,294.75k,28,1.27,5.52,US
06/26/000,22:00,One-Family Home Resales,EHSLSL Index,May,5.09m,4.88m,4.83m,4.84m,26,2.11,0.12,US
06/27/000,22:00,Conf. Board Consumer Confidence,CONCCONF Index,Jun,138.8,144.4,140,139.8,44,-0.74,1.63,US
06/27/000,22:30,Instinet Redbook Retail Sales,REDSMMOM Index,Jun-24,0.00%,-0.10%,--,--,1,--,--,US
06/28/000,20:30,Durable Goods Orders,DGNOCHNG Index,May,6.00%,-6.40%,2.90%,2.86%,47,2.62,1.2,US
06/29/000,2:15,FOMC Rate Decision (Upper Bound),FDTR Index,Jun-28,6.50%,6.50%,6.50%,6.53%,67,0,0.09,US
06/29/000,20:30,GDP Annualized QoQ,GDP CQOQ Index,1Q F,5.50%,5.40%,5.40%,5.38%,47,1.48,0.07,US
06/29/000,20:30,GDP Price Deflator,GDP DCHG Index,1Q F,3.00%,2.70%,2.70%,2.71%,39,5.12,0.06,US
06/29/000,20:30,Initial Jobless Claims,INJCJC Index,Jun-24,306k,302k,300k,299.96k,25,1.36,4.42,US
06/29/000,22:00,New Home Sales,NHSLTOT Index,May,875k,909k,898k,898.00k,48,-1.24,18.57,US
06/30/000,20:30,Personal Income,PITLCHNG Index,May,0.40%,0.70%,0.20%,0.23%,48,1.63,0.12,US
06/30/000,20:30,Personal Spending,PCE CRCH Index,May,0.20%,0.40%,0.20%,0.22%,46,0,0.11,US
06/30/000,22:00,MNI Chicago PMI,CHPMINDX Index,Jun,56.8,53.9,53.5,53.61,29,2.51,1.32,US
06/30/000,22:00,U. of Mich. Sentiment,CONSSENT Index,Jun F,106.4,106.8,106.8,106.79,22,-0.31,1.28,US
07/03/000,22:00,Construction Spending,VNCCCMOM Index,May,0.10%,-0.60%,-0.20%,-0.23%,27,0.85,0.35,US
07/03/000,22:00,ISM Manufacturing,NAPMPMI Index,Jun,51.8,53.2,52.8,52.9,27,-1.46,0.69,US
07/03/000,22:00,ISM Prices Paid,NAPMPRIC Index,Jun,47,53.6,67.5,67.55,12,-12.08,1.7,US
07/03/000,22:00,ISM Non-Manufacturing,NAPMNMAN Index,Jun,64,61.5,61.5,61.42,12,1.68,1.49,US
07/05/000,22:00,Housing Completions,PHUCTOT Index,May,1680k,1668k,1610k,1621.75k,4,5.94,11.78,US
07/05/000,22:00,Leading Index,LEI CHNG Index,May,-0.10%,-0.10%,-0.20%,-0.18%,36,0.74,0.14,US
07/05/000,22:30,Instinet Redbook Retail Sales,REDSMMOM Index,Jul-02,-0.20%,0.00%,--,--,0,--,--,US
07/06/000,20:30,Initial Jobless Claims,INJCJC Index,Jul-01,296k,306k,303k,304.00k,18,-1.12,5.82,US
07/06/000,22:00,Factory Orders,TMNOCHNG Index,May,4.10%,-4.30%,3.50%,3.32%,37,0.67,0.89,US
07/07/000,3:00,Bloomberg Retail Sales,BBRSCPYY Index,Jun,2.90%,4.90%,--,--,1,--,--,US
07/07/000,3:00,Wards Domestic Vehicle Sales,SAARDTOT Index,Jun,14.20m,14.20m,14.20m,14.16m,28,0,0.25,US
07/07/000,20:30,Unemployment Rate,USURTOT Index,Jun,4.00%,4.10%,4.00%,4.02%,46,0,0.06,US
07/07/000,20:30,Avg Hourly Earning MOM Prod,USHETOT% Index,Jun,0.40%,0.10%,0.40%,0.39%,41,0,0.06,US
07/07/000,20:30,Change in Nonfarm Payrolls,NFP TCH Index,Jun,11k,231k,250k,259.50k,46,-2.97,80.52,US
07/07/000,20:30,Change in Payrolls Less Census,NFP CPYC Index,Jun,201k,-116k,250k,261.95k,21,-0.84,58.65,US
07/07/000,20:30,Change in Manufact. Payrolls,USMMMNCH Index,Jun,8k,-17k,-1k,0.00k,8,1.98,4.55,US
07/07/000,20:30,Avg Weekly Hours Production,USWHTOT Index,Jun,34.5,34.4,34.5,34.5,22,0,0.04,US
07/11/000,3:00,Consumer Credit,CICRTOT Index,May,$11.800b,$9.300b,$7.500b,$7.30b,35,2.75,1.56,US
07/11/000,22:00,Wholesale Inventories MoM,MWINCHNG Index,May,0.80%,0.80%,0.60%,0.50%,10,1.22,0.2,US
07/11/000,22:30,Instinet Redbook Retail Sales,REDSMMOM Index,Jul-08,1.40%,-0.20%,--,--,1,--,--,US
07/13/000,20:30,Import Price Index MoM,IMP1CHNG Index,Jun,0.80%,0.60%,0.70%,0.75%,16,0.27,0.38,US
07/13/000,20:30,Initial Jobless Claims,INJCJC Index,Jul-08,319k,296k,305k,303.94k,17,3.5,4,US
07/14/000,20:30,PPI MoM,PPI CHNG Index,Jun,0.60%,0.00%,0.60%,0.59%,47,0,0.11,US
07/14/000,20:30,PPI Ex Food and Energy MoM,PXFECHNG Index,Jun,-0.10%,0.20%,0.10%,0.11%,47,-3.29,0.06,US
07/14/000,20:30,Advance Retail Sales,RTSDCHNG Index,Jun,0.50%,-0.30%,0.30%,0.34%,47,1.27,0.16,US
07/14/000,20:30,Retail Sales Less Autos,RTSDXCHG Index,Jun,0.20%,0.00%,0.50%,0.44%,45,-1.82,0.16,US
07/14/000,21:15,Industrial Production MoM,IP CHNG Index,Jun,0.20%,0.40%,0.30%,0.31%,43,-0.77,0.13,US
07/14/000,21:15,Capacity Utilization,CPTICHNG Index,Jun,82.10%,82.10%,82.10%,82.10%,41,0,0.12,US
07/14/000,22:00,U. of Mich. Sentiment,CONSSENT Index,Jul P,108,106.4,106.5,106.46,17,1.93,0.78,US
07/17/000,20:30,Business Inventories,MTIBCHNG Index,May,0.80%,0.40%,0.40%,0.38%,24,2.93,0.14,US
07/18/000,20:30,CPI MoM,CPI CHNG Index,Jun,0.60%,0.10%,0.50%,0.46%,43,1.7,0.06,US
07/18/000,20:30,CPI Ex Food and Energy MoM,CPUPXCHG Index,Jun,0.20%,0.20%,0.20%,0.21%,43,0,0.05,US
07/18/000,20:30,CPI Index NSA,CPURNSA Index,Jun,172.3,171.3,--,--,1,--,--,US
07/18/000,20:30,Real Earnings,REALRAWE Index,Jun,0.10%,-0.30%,0.20%,0.17%,3,--,--,US
07/18/000,22:30,Instinet Redbook Retail Sales,REDSMMOM Index,Jul-15,1.20%,1.40%,--,--,0,--,--,US
07/19/000,20:30,Trade Balance,USTBTOT Index,May,-$31.0b,-$30.4b,-$30.5b,-$29.15b,43,-0.43,1.16,US
07/20/000,20:30,Initial Jobless Claims,INJCJC Index,Jul-15,311k,319k,315k,313.00k,18,-0.38,10.48,US
07/20/000,20:30,Housing Starts,NHSPSTOT Index,Jun,1554k,1592k,1574k,1579.55k,42,-0.63,31.54,US
07/20/000,22:00,"Greenspan Monetary Testimony, Formerly Humphrey Hawkins",,,,,,,,,,US
07/20/000,22:00,Philadelphia Fed Business Outlook,OUTFGAF Index,Jul,0.7,1.7,7,6.9,23,-3.26,1.94,US
07/22/000,2:00,Monthly Budget Statement,FDDSSD Index,Jun,$56.3b,$53.6b,$55.0b,$55.79b,30,0.44,2.95,US
07/25/000,22:00,Conf. Board Consumer Confidence,CONCCONF Index,Jul,141.7,138.8,139.2,138.9,38,1.88,1.33,US
07/25/000,22:00,One-Family Home Resales,EHSLSL Index,Jun,5.23m,5.09m,5.00m,5.00m,41,2.04,0.11,US
07/25/000,22:30,Instinet Redbook Retail Sales,REDSMMOM Index,Jul-22,1.00%,1.20%,--,--,0,--,--,US
07/27/000,20:30,Employment Cost Index,ECI SA% Index,2Q,1.00%,1.40%,1.00%,1.03%,44,0,0.14,US
07/27/000,20:30,Initial Jobless Claims,INJCJC Index,Jul-22,272k,311k,300k,299.00k,22,-2.17,12.93,US
07/27/000,20:30,Durable Goods Orders,DGNOCHNG Index,Jun,10.00%,6.10%,-0.30%,-0.41%,41,6.53,1.58,US
07/28/000,20:30,GDP Annualized QoQ,GDP CQOQ Index,2Q A,5.20%,5.50%,3.80%,3.79%,44,3.94,0.35,US
07/28/000,20:30,GDP Price Deflator,GDP DCHG Index,2Q A,2.50%,3.00%,2.50%,2.46%,39,0,0.33,US
07/28/000,22:00,U. of Mich. Sentiment,CONSSENT Index,Jul F,108.3,108,108,107.98,21,0.57,0.52,US
07/31/000,22:00,MNI Chicago PMI,CHPMINDX Index,Jul,52,56.8,55.8,55.63,22,-2.95,1.29,US
08/01/000,20:30,Personal Income,PITLCHNG Index,Jun,0.40%,0.40%,0.50%,0.46%,44,-0.76,0.13,US
08/01/000,20:30,Personal Spending,PCE CRCH Index,Jun,0.50%,0.20%,0.40%,0.42%,44,0.95,0.11,US
08/01/000,21:26,ISM Manufacturing,NAPMPMI Index,Jul,51.8,51.8,52.5,52.3,43,-0.92,0.76,US
08/01/000,21:26,ISM Prices Paid,NAPMPRIC Index,Jul,61.9,61.2,61,61.22,12,0.39,2.29,US
08/01/000,22:00,Construction Spending,VNCCCMOM Index,Jun,-1.70%,0.10%,0.30%,0.10%,31,-4.42,0.44,US
08/01/000,22:30,Instinet Redbook Retail Sales,REDSMMOM Index,Jul-29,1.00%,1.00%,--,--,0,--,--,US
08/02/000,3:00,Wards Domestic Vehicle Sales,SAARDTOT Index,Jul,14.40m,14.20m,14.20m,14.23m,28,0.61,0.33,US
08/02/000,22:00,New Home Sales,NHSLTOT Index,Jun,829k,875k,875k,880.00k,47,-2.93,15.71,US
08/02/000,22:00,Leading Index,LEI CHNG Index,Jun,0.00%,-0.10%,0.00%,-0.02%,36,0,0.11,US
08/03/000,20:30,Initial Jobless Claims,INJCJC Index,Jul-29,276k,272k,283k,282.94k,18,-0.77,8.48,US
08/03/000,22:00,Factory Orders,TMNOCHNG Index,Jun,5.50%,4.10%,5.50%,4.90%,41,0,2.04,US
08/03/000,22:00,ISM Non-Manufacturing,NAPMNMAN Index,Jul,55.5,64,61.5,61.5,14,-4.62,1.3,US
08/04/000,3:00,Bloomberg Retail Sales,BBRSCPYY Index,Jul,4.30%,2.90%,--,--,0,--,--,US
08/04/000,20:30,Unemployment Rate,USURTOT Index,Jul,4.00%,4.00%,4.00%,3.98%,49,0,0.06,US
08/04/000,20:30,Avg Hourly Earning MOM Prod,USHETOT% Index,Jul,0.40%,0.40%,0.30%,0.35%,40,1.8,0.06,US
08/04/000,20:30,Change in Nonfarm Payrolls,NFP TCH Index,Jul,-108k,11k,73k,70.76k,49,-2.95,61.37,US
08/04/000,20:30,Change in Payrolls Less Census,NFP CPYC Index,Jul,182k,179k,250k,243.57k,29,-1.57,43.23,US
08/04/000,20:30,Change in Manufact. Payrolls,USMMMNCH Index,Jul,46k,8k,5k,3.63k,8,6.13,6.76,US
08/04/000,20:30,Avg Weekly Hours Production,USWHTOT Index,Jul,34.4,34.5,34.5,34.49,22,-1.48,0.07,US
08/04/000,22:00,Housing Completions,PHUCTOT Index,Jun,1539k,1680k,1670k,1657.50k,4,-4.63,28.28,US
08/08/000,3:00,Consumer Credit,CICRTOT Index,Jun,$12.000b,$11.800b,$9.000b,$9.12b,36,1.41,2.13,US
08/08/000,20:30,Nonfarm Productivity,PRODNFR% Index,2Q,5.30%,2.40%,4.50%,4.31%,45,1.74,0.46,US
08/08/000,20:30,Unit Labor Costs,COSTNFR% Index,2Q,-0.10%,1.60%,0.40%,0.42%,31,-1.17,0.43,US
08/08/000,22:30,Instinet Redbook Retail Sales,REDSMMOM Index,Aug-05,0.10%,1.00%,--,--,0,--,--,US
08/09/000,22:00,Wholesale Inventories MoM,MWINCHNG Index,Jun,1.00%,0.80%,0.60%,0.46%,12,1.85,0.24,US
08/10/000,2:00,Fed's Beige Book,,,,,,,,,,US
08/10/000,20:30,Import Price Index MoM,IMP1CHNG Index,Jul,0.00%,0.80%,0.10%,0.06%,16,-0.37,0.27,US
08/10/000,20:30,Initial Jobless Claims,INJCJC Index,Aug-05,293k,276k,285k,286.05k,22,1.16,6.91,US
08/11/000,20:30,PPI MoM,PPI CHNG Index,Jul,0.00%,0.60%,0.00%,0.03%,44,0,0.13,US
08/11/000,20:30,PPI Ex Food and Energy MoM,PXFECHNG Index,Jul,0.10%,-0.10%,0.10%,0.08%,44,0,0.19,US
08/11/000,20:30,Advance Retail Sales,RTSDCHNG Index,Jul,0.70%,0.50%,0.40%,0.43%,45,2.59,0.12,US
08/11/000,20:30,Retail Sales Less Autos,RTSDXCHG Index,Jul,0.60%,0.20%,0.40%,0.37%,44,1.68,0.12,US
08/14/000,20:30,Business Inventories,MTIBCHNG Index,Jun,0.90%,0.80%,0.60%,0.56%,26,1.88,0.16,US
08/15/000,21:15,Industrial Production MoM,IP CHNG Index,Jul,0.40%,0.20%,0.40%,0.33%,41,0,0.15,US
08/15/000,21:15,Capacity Utilization,CPTICHNG Index,Jul,82.30%,82.10%,82.10%,82.12%,38,1.3,0.15,US
08/15/000,22:30,Instinet Redbook Retail Sales,REDSMMOM Index,Aug-12,-0.10%,0.10%,--,--,0,--,--,US
08/16/000,20:30,CPI MoM,CPI CHNG Index,Jul,0.20%,0.60%,0.10%,0.13%,45,1.52,0.07,US
08/16/000,20:30,CPI Ex Food and Energy MoM,CPUPXCHG Index,Jul,0.20%,0.20%,0.20%,0.20%,45,0,0.04,US
08/16/000,20:30,CPI Index NSA,CPURNSA Index,Jul,172.6,172.3,0.2,0.2,0,--,--,US
08/16/000,20:30,Housing Starts,NHSPSTOT Index,Jul,1512k,1554k,1560k,1560.14k,43,-1.58,30.35,US
08/16/000,20:30,Real Earnings,REALRAWE Index,Jul,0.00%,0.10%,0.00%,--,1,--,--,US
08/17/000,20:30,Initial Jobless Claims,INJCJC Index,Aug-12,313k,293k,290k,291.73k,27,4.41,5.21,US
08/17/000,22:00,Philadelphia Fed Business Outlook,OUTFGAF Index,Aug,14.1,0.7,5,4.3,25,2.16,4.22,US
08/18/000,20:30,Trade Balance,USTBTOT Index,Jun,-$30.6b,-$31.0b,-$31.5b,-$30.18b,45,0.76,1.18,US
08/18/000,22:00,U. of Mich. Sentiment,CONSSENT Index,Aug P,107.8,108.3,108,106.83,2,--,--,US
08/19/000,2:00,Monthly Budget Statement,FDDSSD Index,Jul,$4.8b,-$25.2b,-$1.0b,-$2.70b,28,0.94,6.17,US
08/22/000,22:30,Instinet Redbook Retail Sales,REDSMMOM Index,Aug-19,-0.50%,-0.10%,--,--,0,--,--,US
