Date,Time,Event,Ticker,Period,Actual,Prior,SurvM,SurvA,NoEstimates,Surprise,StdDev,C
2000-04-21,02:00:00,Monthly Budget Statement,FDDSSD Index,Mar,-35400000000,-22400000000,-28200000000,-26840000000,28,-1.51,4.78,US
2000-04-25,22:00:00,Conf. Board Consumer Confidence,CONCCONF Index,Apr,136.90,136.70,135.00,135.28,35,0.72,2.65,US
2000-04-25,22:00:00,One-Family Home Resales,EHSLSL Index,Mar,4830000,4750000,4750000,4740000,39,0.69,0.12,US
2000-04-25,22:30:00,Instinet Redbook Retail Sales,REDSMMOM Index,Apr-22,1.40%,1.40%,,,0,,,US
2000-04-26,20:30:00,Durable Goods Orders,DGNOCHNG Index,Mar,2.60%,-2.70%,2.00%,1.87%,43,0.85,0.70,US
2000-04-27,20:30:00,GDP Annualized QoQ,GDP CQOQ Index,1Q A,5.40%,7.30%,6.00%,5.96%,44,-1.42,0.42,US
2000-04-27,20:30:00,GDP Price Deflator,GDP DCHG Index,1Q A,2.70%,1.90%,2.40%,2.36%,37,1.02,0.30,US
2000-04-27,20:30:00,Employment Cost Index,ECI SA% Index,1Q,1.40%,1.10%,1.00%,0.96%,31,3.66,0.11,US
2000-04-27,20:30:00,Initial Jobless Claims,INJCJC Index,Apr-22,283000,257000,260000,260899,21,5.40,4.26,US
2000-04-28,20:30:00,Personal Income,PITLCHNG Index,Mar,0.70%,0.40%,0.60%,0.54%,44,0.97,0.10,US
2000-04-28,20:30:00,Personal Spending,PCE CRCH Index,Mar,0.50%,1.00%,0.50%,0.53%,44,0.00,0.13,US
2000-04-28,21:50:00,U. of Mich. Sentiment,CONSSENT Index,Apr F,109.20,110.20,110.00,110.00,2,,,US
2000-04-28,22:00:00,MNI Chicago PMI,CHPMINDX Index,Apr,56.50,57.40,57.00,56.84,28,-0.79,0.63,US
2000-05-01,22:00:00,Construction Spending,VNCCCMOM Index,Mar,1.40%,1.50%,0.00%,0.07%,31,1.92,0.73,US
2000-05-01,22:00:00,ISM Manufacturing,NAPMPMI Index,Apr,54.90,55.80,55.60,55.63,40,-0.82,0.79,US
2000-05-01,,Wards Domestic Vehicle Sales,SAARDTOT Index,Apr,15000000,15100000,15000000,14920000,26,0.00,0.18,US
2000-05-02,22:00:00,New Home Sales,NHSLTOT Index,Mar,966000,919000,900000,904950,43,4.20,15.71,US
2000-05-02,22:00:00,Leading Index,LEI CHNG Index,Mar,0.10%,-0.30%,0.10%,0.10%,36,0.00,0.08,US
2000-05-02,22:30:00,Instinet Redbook Retail Sales,REDSMMOM Index,Apr-29,1.10%,1.40%,,,0,,,US
2000-05-03,22:00:00,Factory Orders,TMNOCHNG Index,Mar,2.20%,-0.80%,1.70%,1.61%,42,1.40,0.39,US
2000-05-03,22:00:00,ISM Non-Manufacturing,NAPMNMAN Index,Apr,65.00,64.00,63.00,62.75,12,0.60,3.33,US
2000-05-04,02:00:00,Fed's Beige Book,,,,,,,,,,US
2000-05-04,20:30:00,Initial Jobless Claims,INJCJC Index,Apr-29,303000,283000,273000,271630,27,3.86,7.76,US
2000-05-04,20:30:00,Nonfarm Productivity,PRODNFR% Index,1Q,2.40%,6.40%,3.00%,3.32%,43,-0.84,0.71,US
2000-05-04,20:30:00,Unit Labor Costs,COSTNFR% Index,1Q,1.80%,-2.50%,1.50%,1.37%,27,0.39,0.77,US
2000-05-04,22:00:00,Housing Completions,PHUCTOT Index,Mar,1738000,1712000,,,2,,,US
2000-05-05,03:00:00,Bloomberg Retail Sales,BBRSCPYY Index,Apr,8.20%,1.50%,,,0,,,US
2000-05-05,20:30:00,Unemployment Rate,USURTOT Index,Apr,3.90%,4.10%,4.00%,3.98%,45,-1.76,0.06,US
2000-05-05,20:30:00,Avg Hourly Earning MOM Prod,USHETOT% Index,Apr,0.40%,0.40%,0.30%,0.32%,39,1.39,0.07,US
2000-05-05,20:30:00,Change in Nonfarm Payrolls,NFP TCH Index,Apr,340000,416000,340000,342110,45,0.00,69.22,US
2000-05-05,20:30:00,Avg Weekly Hours Production,USWHTOT Index,Apr,34.60,34.50,34.50,34.52,20,1.95,0.05,US
2000-05-05,20:30:00,Change in Manufact. Payrolls,USMMMNCH Index,Apr,11000,-5000,0,200,5,1.76,6.24,US
2000-05-06,03:00:00,Consumer Credit,CICRTOT Index,Mar,9100000000,12000000000,10000000000,9570000000,33,-0.71,1.27,US
2000-05-09,22:00:00,Wholesale Inventories MoM,MWINCHNG Index,Mar,0.70%,0.70%,0.60%,0.58%,12,1.08,0.09,US
2000-05-09,22:30:00,Instinet Redbook Retail Sales,REDSMMOM Index,May-06,-0.10%,1.10%,,,0,,,US
2000-05-11,20:30:00,Import Price Index MoM,IMP1CHNG Index,Apr,-1.60%,0.30%,-0.20%,-0.30%,19,-4.30,0.33,US
2000-05-11,20:30:00,Initial Jobless Claims,INJCJC Index,May-06,297000,303000,287000,288130,23,1.07,9.34,US
2000-05-11,20:30:00,Advance Retail Sales,RTSDCHNG Index,Apr,-0.20%,0.40%,0.50%,0.44%,42,-3.59,0.20,US
2000-05-11,20:30:00,Retail Sales Less Autos,RTSDXCHG Index,Apr,0.00%,1.40%,0.40%,0.42%,40,-2.01,0.20,US
2000-05-12,20:30:00,PPI MoM,PPI CHNG Index,Apr,-0.30%,1.00%,-0.20%,-0.19%,43,-0.42,0.24,US
2000-05-12,20:30:00,PPI Ex Food and Energy MoM,PXFECHNG Index,Apr,0.10%,0.10%,0.10%,0.12%,44,0.00,0.06,US
2000-05-12,20:30:00,Business Inventories,MTIBCHNG Index,Mar,0.30%,0.60%,0.40%,0.35%,34,-0.42,0.12,US
2000-05-12,22:00:00,U. of Mich. Sentiment,CONSSENT Index,May P,110.90,109.20,108.20,108.60,0,,,US
2000-05-15,21:15:00,Industrial Production MoM,IP CHNG Index,Apr,0.90%,0.30%,0.80%,0.72%,37,0.48,0.21,US
2000-05-15,21:15:00,Capacity Utilization,CPTICHNG Index,Apr,82.10%,81.40%,81.80%,81.79%,36,1.58,0.19,US
2000-05-16,20:30:00,CPI MoM,CPI CHNG Index,Apr,0.00%,0.70%,0.10%,0.07%,41,-1.02,0.10,US
2000-05-16,20:30:00,CPI Ex Food and Energy MoM,CPUPXCHG Index,Apr,0.20%,0.40%,0.20%,0.20%,32,0.00,0.05,US
2000-05-16,20:30:00,CPI Index NSA,CPURNSA Index,Apr,171.20,171.10,,,0,,,US
2000-05-16,20:30:00,Real Earnings,REALRAWE Index,Apr,0.70%,-0.40%,0.30%,0.30%,4,2.45,0.16,US
2000-05-16,20:30:00,Housing Starts,NHSPSTOT Index,Apr,1663000,1604000,1650000,1644240,41,0.33,38.93,US
2000-05-16,22:30:00,Instinet Redbook Retail Sales,REDSMMOM Index,May-13,0.30%,-0.10%,,,0,,,US
2000-05-17,02:15:00,FOMC Rate Decision (Upper Bound),FDTR Index,May-16,6.50%,6.00%,6.50%,6.47%,61,0.00,0.08,US
2000-05-18,20:30:00,Initial Jobless Claims,INJCJC Index,May-13,276000,297000,290000,290000,22,-2.24,6.26,US
2000-05-18,22:00:00,Philadelphia Fed Business Outlook,OUTFGAF Index,May,20.20,12.80,14.50,14.20,27,2.24,2.55,US
2000-05-19,02:00:00,Monthly Budget Statement,FDDSSD Index,Apr,159500000000,113500000000,155000000000,154300000000,31,0.64,7.05,US
2000-05-19,20:30:00,Trade Balance,USTBTOT Index,Mar,-30200000000,-29200000000,-29500000000,-29470000000,44,-1.27,0.55,US
2000-05-23,22:30:00,Instinet Redbook Retail Sales,REDSMMOM Index,May-20,-0.10%,0.30%,,,0,,,US
2000-05-25,20:30:00,GDP Annualized QoQ,GDP CQOQ Index,1Q P,5.40%,5.40%,5.20%,5.19%,48,1.15,0.17,US
2000-05-25,20:30:00,GDP Price Deflator,GDP DCHG Index,1Q P,2.70%,2.70%,2.70%,2.68%,36,0.00,0.09,US
2000-05-25,20:30:00,Initial Jobless Claims,INJCJC Index,May-20,284000,276000,276000,276730,22,1.35,6.29,US
2000-05-25,22:00:00,One-Family Home Resales,EHSLSL Index,Apr,4880000,4830000,4870000,4860000,44,0.12,0.09,US
2000-05-26,20:30:00,Personal Income,PITLCHNG Index,Apr,0.70%,0.70%,0.60%,0.64%,46,0.98,0.10,US
2000-05-26,20:30:00,Personal Spending,PCE CRCH Index,Apr,0.40%,0.50%,0.40%,0.39%,45,0.00,0.12,US
2000-05-26,20:30:00,Durable Goods Orders,DGNOCHNG Index,Apr,-6.40%,3.50%,-0.50%,-0.20%,46,-5.10,1.16,US
2000-05-26,22:00:00,U. of Mich. Sentiment,CONSSENT Index,May F,110.70,110.90,110.50,110.10,23,0.22,0.93,US
2000-05-30,22:00:00,Conf. Board Consumer Confidence,CONCCONF Index,May,144.40,136.90,136.10,136.20,37,5.74,1.46,US
2000-05-31,22:00:00,MNI Chicago PMI,CHPMINDX Index,May,53.90,56.50,56.60,56.61,30,-3.40,0.80,US
2000-05-31,22:00:00,New Home Sales,NHSLTOT Index,Apr,909000,966000,940000,939000,45,-1.52,20.44,US
2000-05-31,22:00:00,Leading Index,LEI CHNG Index,Apr,-0.10%,0.10%,0.10%,0.12%,39,-1.61,0.12,US
2000-05-31,22:30:00,Instinet Redbook Retail Sales,REDSMMOM Index,May-28,-0.40%,-0.10%,,,0,,,US
2000-06-01,20:30:00,Initial Jobless Claims,INJCJC Index,May-27,286000,284000,280000,281000,24,1.76,3.42,US
2000-06-01,22:00:00,ISM Manufacturing,NAPMPMI Index,May,53.20,54.90,55.30,55.13,45,-4.00,0.53,US
2000-06-01,22:00:00,Construction Spending,VNCCCMOM Index,Apr,-0.60%,1.40%,0.00%,-0.05%,36,-0.86,0.70,US
2000-06-01,23:30:00,Bloomberg Retail Sales,BBRSCPYY Index,May,4.90%,8.20%,,,0,,,US
2000-06-01,,Wards Domestic Vehicle Sales,SAARDTOT Index,May,14200000,15000000,15100000,15050000,24,-2.11,0.43,US
2000-06-02,20:30:00,Unemployment Rate,USURTOT Index,May,4.10%,3.90%,3.90%,3.89%,48,3.16,0.06,US
2000-06-02,20:30:00,Avg Hourly Earning MOM Prod,USHETOT% Index,May,0.10%,0.40%,0.30%,0.34%,41,-3.14,0.06,US
2000-06-02,20:30:00,Change in Nonfarm Payrolls,NFP TCH Index,May,231000,340000,380000,390000,47,-2.84,52.46,US
2000-06-02,20:30:00,Change in Payrolls Less Census,NFP CPYC Index,May,-116000,267000,200000,200480,26,-6.71,47.11,US
2000-06-02,20:30:00,Avg Weekly Hours Production,USWHTOT Index,May,34.40,34.60,34.60,31.50,22,-0.03,7.62,US
2000-06-02,20:30:00,Change in Manufact. Payrolls,USMMMNCH Index,May,-17000,11000,5000,4420,10,-3.81,5.77,US
2000-06-02,22:00:00,Factory Orders,TMNOCHNG Index,Apr,-4.30%,2.20%,-3.10%,-2.69%,36,-0.82,1.46,US
2000-06-05,22:00:00,Housing Completions,PHUCTOT Index,Apr,1668000,1738000,,,2,,,US
2000-06-05,22:00:00,ISM Non-Manufacturing,NAPMNMAN Index,May,61.50,65.00,62.50,63.33,13,-0.59,1.70,US
2000-06-06,20:30:00,Nonfarm Productivity,PRODNFR% Index,1Q R,2.40%,2.40%,2.40%,2.38%,43,0.00,0.13,US
2000-06-06,20:30:00,Unit Labor Costs,COSTNFR% Index,1Q R,1.60%,1.80%,1.80%,1.79%,27,-1.50,0.13,US
2000-06-06,22:00:00,Wholesale Inventories MoM,MWINCHNG Index,Apr,0.80%,0.70%,0.50%,0.52%,12,2.05,0.15,US
2000-06-06,22:30:00,Instinet Redbook Retail Sales,REDSMMOM Index,Jun-03,-0.30%,-0.40%,,,2,,,US
2000-06-08,03:00:00,Consumer Credit,CICRTOT Index,Apr,9300000000,9100000000,7500000000,7800000000,36,0.83,2.16,US
2000-06-08,20:30:00,Import Price Index MoM,IMP1CHNG Index,May,0.60%,-1.60%,0.50%,0.59%,17,0.24,0.42,US
2000-06-08,20:30:00,Initial Jobless Claims,INJCJC Index,Jun-03,309000,286000,285000,286000,26,4.07,5.89,US
2000-06-09,20:30:00,PPI MoM,PPI CHNG Index,May,0.00%,-0.30%,0.20%,0.23%,48,-1.42,0.14,US
2000-06-09,20:30:00,PPI Ex Food and Energy MoM,PXFECHNG Index,May,0.20%,0.10%,0.10%,0.11%,48,2.60,0.04,US
2000-06-13,20:30:00,Advance Retail Sales,RTSDCHNG Index,May,-0.30%,-0.20%,0.00%,0.02%,47,-1.53,0.20,US
2000-06-13,20:30:00,Retail Sales Less Autos,RTSDXCHG Index,May,0.00%,0.00%,0.40%,0.34%,45,-2.21,0.18,US
2000-06-13,22:30:00,Instinet Redbook Retail Sales,REDSMMOM Index,Jun-10,-0.40%,-0.30%,,,0,,,US
2000-06-14,20:30:00,CPI MoM,CPI CHNG Index,May,0.10%,0.00%,0.20%,0.20%,49,-1.56,0.06,US
2000-06-14,20:30:00,CPI Ex Food and Energy MoM,CPUPXCHG Index,May,0.20%,0.20%,0.20%,0.20%,41,0.00,0.04,US
2000-06-14,20:30:00,CPI Index NSA,CPURNSA Index,May,171.30,171.20,,,1,,,US
2000-06-14,20:30:00,Real Earnings,REALRAWE Index,May,-0.30%,0.70%,0.10%,0.03%,4,,,US
2000-06-14,20:30:00,Business Inventories,MTIBCHNG Index,Apr,0.40%,0.30%,0.50%,0.46%,39,-0.93,0.11,US
2000-06-15,02:00:00,Fed's Beige Book,,,,,,,,,,US
2000-06-15,20:30:00,Initial Jobless Claims,INJCJC Index,Jun-10,296000,309000,290000,292000,28,0.74,8.08,US
2000-06-15,21:15:00,Industrial Production MoM,IP CHNG Index,May,0.40%,0.90%,-0.30%,-0.31%,49,2.42,0.29,US
2000-06-15,21:15:00,Capacity Utilization,CPTICHNG Index,May,82.10%,82.10%,81.60%,81.58%,47,2.14,0.23,US
2000-06-15,22:00:00,Philadelphia Fed Business Outlook,OUTFGAF Index,Jun,1.70,20.20,14.00,14.10,28,-3.13,3.93,US
2000-06-16,20:30:00,Housing Starts,NHSPSTOT Index,May,1592000,1663000,1620000,1622600,48,-0.99,28.37,US
2000-06-16,22:00:00,U. of Mich. Sentiment,CONSSENT Index,Jun P,106.80,110.70,109.50,109.10,28,-1.82,1.48,US
2000-06-20,20:30:00,Trade Balance,USTBTOT Index,Apr,-30400000000,-30200000000,-29100000000,-29380000000,47,-1.98,0.66,US
2000-06-20,20:30:00,Current Account Balance,USCABAL Index,1Q,-102300000000,-99800000000,-109500000000,-105310000000,29,0.33,21.95,US
2000-06-20,22:30:00,Instinet Redbook Retail Sales,REDSMMOM Index,Jun-17,-0.10%,-0.40%,,,2,,,US
2000-06-21,02:00:00,Monthly Budget Statement,FDDSSD Index,May,-3600000000,-24000000000,-3000000000,-4240000000,34,-0.08,7.33,US
2000-06-22,20:30:00,Initial Jobless Claims,INJCJC Index,Jun-17,302000,296000,295000,294750,28,1.27,5.52,US
2000-06-26,22:00:00,One-Family Home Resales,EHSLSL Index,May,5090000,4880000,4830000,4840000,26,2.11,0.12,US
2000-06-27,22:00:00,Conf. Board Consumer Confidence,CONCCONF Index,Jun,138.80,144.40,140.00,139.80,44,-0.74,1.63,US
2000-06-27,22:30:00,Instinet Redbook Retail Sales,REDSMMOM Index,Jun-24,0.00%,-0.10%,,,1,,,US
2000-06-28,20:30:00,Durable Goods Orders,DGNOCHNG Index,May,6.00%,-6.40%,2.90%,2.86%,47,2.62,1.20,US
2000-06-29,02:15:00,FOMC Rate Decision (Upper Bound),FDTR Index,Jun-28,6.50%,6.50%,6.50%,6.53%,67,0.00,0.09,US
2000-06-29,20:30:00,GDP Annualized QoQ,GDP CQOQ Index,1Q F,5.50%,5.40%,5.40%,5.38%,47,1.48,0.07,US
2000-06-29,20:30:00,GDP Price Deflator,GDP DCHG Index,1Q F,3.00%,2.70%,2.70%,2.71%,39,5.12,0.06,US
2000-06-29,20:30:00,Initial Jobless Claims,INJCJC Index,Jun-24,306000,302000,300000,299960,25,1.36,4.42,US
2000-06-29,22:00:00,New Home Sales,NHSLTOT Index,May,875000,909000,898000,898000,48,-1.24,18.57,US
2000-06-30,20:30:00,Personal Income,PITLCHNG Index,May,0.40%,0.70%,0.20%,0.23%,48,1.63,0.12,US
2000-06-30,20:30:00,Personal Spending,PCE CRCH Index,May,0.20%,0.40%,0.20%,0.22%,46,0.00,0.11,US
2000-06-30,22:00:00,MNI Chicago PMI,CHPMINDX Index,Jun,56.80,53.90,53.50,53.61,29,2.51,1.32,US
2000-06-30,22:00:00,U. of Mich. Sentiment,CONSSENT Index,Jun F,106.40,106.80,106.80,106.79,22,-0.31,1.28,US
2000-07-03,22:00:00,Construction Spending,VNCCCMOM Index,May,0.10%,-0.60%,-0.20%,-0.23%,27,0.85,0.35,US
2000-07-03,22:00:00,ISM Manufacturing,NAPMPMI Index,Jun,51.80,53.20,52.80,52.90,27,-1.46,0.69,US
2000-07-03,22:00:00,ISM Prices Paid,NAPMPRIC Index,Jun,47.00,53.60,67.50,67.55,12,-12.08,1.70,US
2000-07-03,22:00:00,ISM Non-Manufacturing,NAPMNMAN Index,Jun,64.00,61.50,61.50,61.42,12,1.68,1.49,US
2000-07-05,22:00:00,Housing Completions,PHUCTOT Index,May,1680000,1668000,1610000,1621750,4,5.94,11.78,US
2000-07-05,22:00:00,Leading Index,LEI CHNG Index,May,-0.10%,-0.10%,-0.20%,-0.18%,36,0.74,0.14,US
2000-07-05,22:30:00,Instinet Redbook Retail Sales,REDSMMOM Index,Jul-02,-0.20%,0.00%,,,0,,,US
2000-07-06,20:30:00,Initial Jobless Claims,INJCJC Index,Jul-01,296000,306000,303000,304000,18,-1.12,5.82,US
2000-07-06,22:00:00,Factory Orders,TMNOCHNG Index,May,4.10%,-4.30%,3.50%,3.32%,37,0.67,0.89,US
2000-07-07,03:00:00,Bloomberg Retail Sales,BBRSCPYY Index,Jun,2.90%,4.90%,,,1,,,US
2000-07-07,03:00:00,Wards Domestic Vehicle Sales,SAARDTOT Index,Jun,14200000,14200000,14200000,14160000,28,0.00,0.25,US
2000-07-07,20:30:00,Unemployment Rate,USURTOT Index,Jun,4.00%,4.10%,4.00%,4.02%,46,0.00,0.06,US
2000-07-07,20:30:00,Avg Hourly Earning MOM Prod,USHETOT% Index,Jun,0.40%,0.10%,0.40%,0.39%,41,0.00,0.06,US
2000-07-07,20:30:00,Change in Nonfarm Payrolls,NFP TCH Index,Jun,11000,231000,250000,259500,46,-2.97,80.52,US
2000-07-07,20:30:00,Change in Payrolls Less Census,NFP CPYC Index,Jun,201000,-116000,250000,261950,21,-0.84,58.65,US
2000-07-07,20:30:00,Change in Manufact. Payrolls,USMMMNCH Index,Jun,8000,-17000,-1000,0,8,1.98,4.55,US
2000-07-07,20:30:00,Avg Weekly Hours Production,USWHTOT Index,Jun,34.50,34.40,34.50,34.50,22,0.00,0.04,US
2000-07-11,03:00:00,Consumer Credit,CICRTOT Index,May,11800000000,9300000000,7500000000,7300000000,35,2.75,1.56,US
2000-07-11,22:00:00,Wholesale Inventories MoM,MWINCHNG Index,May,0.80%,0.80%,0.60%,0.50%,10,1.22,0.20,US
2000-07-11,22:30:00,Instinet Redbook Retail Sales,REDSMMOM Index,Jul-08,1.40%,-0.20%,,,1,,,US
2000-07-13,20:30:00,Import Price Index MoM,IMP1CHNG Index,Jun,0.80%,0.60%,0.70%,0.75%,16,0.27,0.38,US
2000-07-13,20:30:00,Initial Jobless Claims,INJCJC Index,Jul-08,319000,296000,305000,303940,17,3.50,4.00,US
2000-07-14,20:30:00,PPI MoM,PPI CHNG Index,Jun,0.60%,0.00%,0.60%,0.59%,47,0.00,0.11,US
2000-07-14,20:30:00,PPI Ex Food and Energy MoM,PXFECHNG Index,Jun,-0.10%,0.20%,0.10%,0.11%,47,-3.29,0.06,US
2000-07-14,20:30:00,Advance Retail Sales,RTSDCHNG Index,Jun,0.50%,-0.30%,0.30%,0.34%,47,1.27,0.16,US
2000-07-14,20:30:00,Retail Sales Less Autos,RTSDXCHG Index,Jun,0.20%,0.00%,0.50%,0.44%,45,-1.82,0.16,US
2000-07-14,21:15:00,Industrial Production MoM,IP CHNG Index,Jun,0.20%,0.40%,0.30%,0.31%,43,-0.77,0.13,US
2000-07-14,21:15:00,Capacity Utilization,CPTICHNG Index,Jun,82.10%,82.10%,82.10%,82.10%,41,0.00,0.12,US
2000-07-14,22:00:00,U. of Mich. Sentiment,CONSSENT Index,Jul P,108.00,106.40,106.50,106.46,17,1.93,0.78,US
2000-07-17,20:30:00,Business Inventories,MTIBCHNG Index,May,0.80%,0.40%,0.40%,0.38%,24,2.93,0.14,US
2000-07-18,20:30:00,CPI MoM,CPI CHNG Index,Jun,0.60%,0.10%,0.50%,0.46%,43,1.70,0.06,US
2000-07-18,20:30:00,CPI Ex Food and Energy MoM,CPUPXCHG Index,Jun,0.20%,0.20%,0.20%,0.21%,43,0.00,0.05,US
2000-07-18,20:30:00,CPI Index NSA,CPURNSA Index,Jun,172.30,171.30,,,1,,,US
2000-07-18,20:30:00,Real Earnings,REALRAWE Index,Jun,0.10%,-0.30%,0.20%,0.17%,3,,,US
2000-07-18,22:30:00,Instinet Redbook Retail Sales,REDSMMOM Index,Jul-15,1.20%,1.40%,,,0,,,US
2000-07-19,20:30:00,Trade Balance,USTBTOT Index,May,-31000000000,-30400000000,-30500000000,-29150000000,43,-0.43,1.16,US
2000-07-20,20:30:00,Initial Jobless Claims,INJCJC Index,Jul-15,311000,319000,315000,313000,18,-0.38,10.48,US
2000-07-20,20:30:00,Housing Starts,NHSPSTOT Index,Jun,1554000,1592000,1574000,1579550,42,-0.63,31.54,US
2000-07-20,22:00:00,"Greenspan Monetary Testimony, Formerly Humphrey Hawkins",,,,,,,,,,US
2000-07-20,22:00:00,Philadelphia Fed Business Outlook,OUTFGAF Index,Jul,0.70,1.70,7.00,6.90,23,-3.26,1.94,US
2000-07-22,02:00:00,Monthly Budget Statement,FDDSSD Index,Jun,56300000000,53600000000,55000000000,55790000000,30,0.44,2.95,US
2000-07-25,22:00:00,Conf. Board Consumer Confidence,CONCCONF Index,Jul,141.70,138.80,139.20,138.90,38,1.88,1.33,US
2000-07-25,22:00:00,One-Family Home Resales,EHSLSL Index,Jun,5230000,5090000,5000000,5000000,41,2.04,0.11,US
2000-07-25,22:30:00,Instinet Redbook Retail Sales,REDSMMOM Index,Jul-22,1.00%,1.20%,,,0,,,US
2000-07-27,20:30:00,Employment Cost Index,ECI SA% Index,2Q,1.00%,1.40%,1.00%,1.03%,44,0.00,0.14,US
2000-07-27,20:30:00,Initial Jobless Claims,INJCJC Index,Jul-22,272000,311000,300000,299000,22,-2.17,12.93,US
2000-07-27,20:30:00,Durable Goods Orders,DGNOCHNG Index,Jun,10.00%,6.10%,-0.30%,-0.41%,41,6.53,1.58,US
2000-07-28,20:30:00,GDP Annualized QoQ,GDP CQOQ Index,2Q A,5.20%,5.50%,3.80%,3.79%,44,3.94,0.35,US
2000-07-28,20:30:00,GDP Price Deflator,GDP DCHG Index,2Q A,2.50%,3.00%,2.50%,2.46%,39,0.00,0.33,US
2000-07-28,22:00:00,U. of Mich. Sentiment,CONSSENT Index,Jul F,108.30,108.00,108.00,107.98,21,0.57,0.52,US
2000-07-31,22:00:00,MNI Chicago PMI,CHPMINDX Index,Jul,52.00,56.80,55.80,55.63,22,-2.95,1.29,US
2000-08-01,20:30:00,Personal Income,PITLCHNG Index,Jun,0.40%,0.40%,0.50%,0.46%,44,-0.76,0.13,US
2000-08-01,20:30:00,Personal Spending,PCE CRCH Index,Jun,0.50%,0.20%,0.40%,0.42%,44,0.95,0.11,US
2000-08-01,21:26:00,ISM Manufacturing,NAPMPMI Index,Jul,51.80,51.80,52.50,52.30,43,-0.92,0.76,US
2000-08-01,21:26:00,ISM Prices Paid,NAPMPRIC Index,Jul,61.90,61.20,61.00,61.22,12,0.39,2.29,US
2000-08-01,22:00:00,Construction Spending,VNCCCMOM Index,Jun,-1.70%,0.10%,0.30%,0.10%,31,-4.42,0.44,US
2000-08-01,22:30:00,Instinet Redbook Retail Sales,REDSMMOM Index,Jul-29,1.00%,1.00%,,,0,,,US
2000-08-02,03:00:00,Wards Domestic Vehicle Sales,SAARDTOT Index,Jul,14400000,14200000,14200000,14230000,28,0.61,0.33,US
2000-08-02,22:00:00,New Home Sales,NHSLTOT Index,Jun,829000,875000,875000,880000,47,-2.93,15.71,US
2000-08-02,22:00:00,Leading Index,LEI CHNG Index,Jun,0.00%,-0.10%,0.00%,-0.02%,36,0.00,0.11,US
2000-08-03,20:30:00,Initial Jobless Claims,INJCJC Index,Jul-29,276000,272000,283000,282940,18,-0.77,8.48,US
2000-08-03,22:00:00,Factory Orders,TMNOCHNG Index,Jun,5.50%,4.10%,5.50%,4.90%,41,0.00,2.04,US
2000-08-03,22:00:00,ISM Non-Manufacturing,NAPMNMAN Index,Jul,55.50,64.00,61.50,61.50,14,-4.62,1.30,US
2000-08-04,03:00:00,Bloomberg Retail Sales,BBRSCPYY Index,Jul,4.30%,2.90%,,,0,,,US
2000-08-04,20:30:00,Unemployment Rate,USURTOT Index,Jul,4.00%,4.00%,4.00%,3.98%,49,0.00,0.06,US
2000-08-04,20:30:00,Avg Hourly Earning MOM Prod,USHETOT% Index,Jul,0.40%,0.40%,0.30%,0.35%,40,1.80,0.06,US
2000-08-04,20:30:00,Change in Nonfarm Payrolls,NFP TCH Index,Jul,-108000,11000,73000,70760,49,-2.95,61.37,US
2000-08-04,20:30:00,Change in Payrolls Less Census,NFP CPYC Index,Jul,182000,179000,250000,243570,29,-1.57,43.23,US
2000-08-04,20:30:00,Change in Manufact. Payrolls,USMMMNCH Index,Jul,46000,8000,5000,3630,8,6.13,6.76,US
2000-08-04,20:30:00,Avg Weekly Hours Production,USWHTOT Index,Jul,34.40,34.50,34.50,34.49,22,-1.48,0.07,US
2000-08-04,22:00:00,Housing Completions,PHUCTOT Index,Jun,1539000,1680000,1670000,1657500,4,-4.63,28.28,US
2000-08-08,03:00:00,Consumer Credit,CICRTOT Index,Jun,12000000000,11800000000,9000000000,9120000000,36,1.41,2.13,US
2000-08-08,20:30:00,Nonfarm Productivity,PRODNFR% Index,2Q,5.30%,2.40%,4.50%,4.31%,45,1.74,0.46,US
2000-08-08,20:30:00,Unit Labor Costs,COSTNFR% Index,2Q,-0.10%,1.60%,0.40%,0.42%,31,-1.17,0.43,US
2000-08-08,22:30:00,Instinet Redbook Retail Sales,REDSMMOM Index,Aug-05,0.10%,1.00%,,,0,,,US
2000-08-09,22:00:00,Wholesale Inventories MoM,MWINCHNG Index,Jun,1.00%,0.80%,0.60%,0.46%,12,1.85,0.24,US
2000-08-10,02:00:00,Fed's Beige Book,,,,,,,,,,US
2000-08-10,20:30:00,Import Price Index MoM,IMP1CHNG Index,Jul,0.00%,0.80%,0.10%,0.06%,16,-0.37,0.27,US
2000-08-10,20:30:00,Initial Jobless Claims,INJCJC Index,Aug-05,293000,276000,285000,286050,22,1.16,6.91,US
2000-08-11,20:30:00,PPI MoM,PPI CHNG Index,Jul,0.00%,0.60%,0.00%,0.03%,44,0.00,0.13,US
2000-08-11,20:30:00,PPI Ex Food and Energy MoM,PXFECHNG Index,Jul,0.10%,-0.10%,0.10%,0.08%,44,0.00,0.19,US
2000-08-11,20:30:00,Advance Retail Sales,RTSDCHNG Index,Jul,0.70%,0.50%,0.40%,0.43%,45,2.59,0.12,US
2000-08-11,20:30:00,Retail Sales Less Autos,RTSDXCHG Index,Jul,0.60%,0.20%,0.40%,0.37%,44,1.68,0.12,US
2000-08-14,20:30:00,Business Inventories,MTIBCHNG Index,Jun,0.90%,0.80%,0.60%,0.56%,26,1.88,0.16,US
2000-08-15,21:15:00,Industrial Production MoM,IP CHNG Index,Jul,0.40%,0.20%,0.40%,0.33%,41,0.00,0.15,US
